Node	CF	CN	CR	C^	Cr	C~
5148	23	1	271	0	2	0
5149	863	362	1823	0	0	0
515	2210	4089	9395	635	33	451
5150	0	0	50	0	0	0
5151	6	0	81	0	0	0
5152	331	90	470	0	0	0
5153	7	3	57	0	0	0
5154	3	0	29	0	0	0
5155	503	382	2118	14	0	0
5156	2	1	72	0	0	0
5157	1095	560	3347	60	0	4
5158	6122	6588	15610	0	10	0
5159	677	377	2923	13	0	2
516	10790	13582	37625	1818	230	654
5160	58	113	697	0	0	0
5161	1808	278	1449	0	0	0
5162	54	40	499	0	0	0
5163	0	0	6	0	0	0
5164	5632	8245	14219	0	1	0
5165	72	35	439	0	0	0
5166	2	0	32	0	0	0
5167	16	6	120	0	0	0
5168	797	424	4844	0	2	1
5169	15170	2652	13581	66	62	1
517	37997	37040	111126	5296	1113	1472
5170	1	0	13	0	0	0
5171	49	18	255	0	0	0
5172	1119	425	4741	1	0	0
5173	201	80	1055	0	0	0
5174	20	14	475	4	0	0
5175	20274	2305	7690	0	0	0
5176	20279	2305	7689	0	4	0
5177	20350	2323	8599	0	6	0
5178	20274	2304	7446	0	0	0
5179	10	5	20	0	0	0
518	12326	13375	42517	2130	348	778
5180	3476	2638	5016	0	0	0
5181	77	17	379	0	0	0
5182	0	0	2	0	0	0
5183	0	1	27	0	0	0
5184	10	13	40	1	0	0
5185	279	244	1041	2	1	0
5186	12552	13102	17172	0	0	0
5187	125	78	321	11	0	0
5188	12	66	12	0	0	0
5189	0	1	4	0	0	0
519	16868	12506	53143	1625	640	229
5190	0	0	2	0	0	0
5191	0	3	233	0	0	0
5192	46	62	444	0	0	0
5193	102	178	1422	0	0	0
5194	9	1	13	0	0	0
5195	570	250	418	0	0	0
5196	33	12	517	0	0	0
5197	3	0	6	0	0	0
5198	14190	15797	17264	0	2	0
5199	44	47	1602	3	0	0
52	75440	93471	226493	14264	1299	4575
520	10168	8224	21477	829	118	488
5200	53	126	1643	6	4	0
5201	48	72	739	0	0	0
5202	1089	289	2018	0	0	0
5203	55	64	628	0	0	0
5204	17	6	225	4	0	0
5205	5	10	459	0	0	0
5206	1096	408	1915	1	0	0
5207	3	3	31	0	0	0
5208	33	22	362	0	0	0
5209	37	29	1183	3	0	0
521	9200	12706	31733	1631	197	790
5210	229	47	260	0	0	0
5211	4	24	231	0	0	0
5212	70	2415	3606	0	0	0
5213	8	3	268	0	0	0
5214	5486	8259	15695	0	8	0
5215	115	96	897	0	0	0
5216	5	1	29	0	0	0
5217	6	5	25	0	0	0
5218	64	25	289	0	0	0
5219	9	1	13	0	0	0
522	237627	253614	514793	20799	3913	3357
5220	34	33	127	0	0	0
5222	859	176	1524	0	0	0
5223	96	9	625	0	0	0
5224	101	104	1060	0	0	0
5225	138	115	467	0	0	0
5226	0	0	23	0	0	0
5227	218	82	1356	0	0	0
5228	96	9	625	0	0	0
5229	2601	1054	1426	0	0	0
523	11175	14526	29829	574	48	150
5232	2	14	123	0	0	0
5233	499	242	1731	0	0	0
5234	30	6	117	0	0	0
5235	0	0	9	0	0	0
5236	114	96	863	0	0	0
5237	33	12	186	0	0	0
5238	3	0	36	0	0	0
5239	4	0	70	0	0	0
524	3155	5540	13261	835	72	567
5240	9	27	225	0	0	0
5241	76	7	410	0	2	0
5242	2407	753	2339	0	0	0
5243	5	1	17	0	0	0
5244	71	20	304	0	0	0
5245	166	44	400	0	0	0
5246	0	2	0	1	0	1
5247	0	2	0	1	0	1
5248	232	856	7449	0	0	0
5249	226	993	8413	0	0	0
525	8915	8803	26140	1215	188	484
5250	0	0	35	0	0	0
5251	275	108	947	1	1	0
5252	376	290	1313	0	0	0
5253	2	1	42	0	0	0
5254	16	0	72	0	0	0
5255	88	75	150	4	0	0
5258	5	10	325	0	0	0
5259	9	1	33	0	0	0
526	30638	28732	114003	2276	729	512
5260	23	1	271	0	2	0
5261	55	0	321	0	0	0
5262	1	0	4	0	0	0
5263	7	8	25	0	0	0
5266	58	20	541	0	0	0
5267	6235	14471	14981	0	0	0
5268	660	201	1166	0	0	0
527	74525	68795	192756	9821	2508	2569
5271	3	3	94	0	0	0
5272	261	117	875	0	0	0
5273	24073	19587	14808	0	0	0
5274	21	0	112	0	0	0
5275	193	270	1331	0	0	0
5276	65	145	648	0	0	0
5277	6	4	106	0	0	0
5278	3	0	6	0	0	0
528	2274	2472	8710	413	19	106
529	3257	6069	14784	974	104	596
53	12749	17441	34793	2255	68	1855
530	32072	18852	49461	2191	241	1310
531	5699	9054	25343	871	79	1134
532	283357	265947	585484	51320	7317	11028
533	25274	15372	42680	1472	113	590
534	31452	20886	52699	2449	234	1392
535	36053	22742	72088	2815	374	1162
536	52365	42424	109015	1202	172	1174
537	81339	70383	178118	10482	965	2701
538	31601	21136	53983	2449	236	1392
539	229832	207980	490884	39404	5160	8340
54	1622	3548	9097	57	17	4
540	180676	181138	443156	32692	4270	7460
541	83482	75790	159961	10949	1667	3252
542	58406	42374	131816	4799	1409	1524
543	17106	14501	49953	1869	413	954
544	152452	127806	344735	17777	2730	4264
545	16572	11228	30121	959	55	1150
546	40917	25147	65760	1974	175	1266
547	11785	11294	37350	760	69	817
548	165009	199607	318180	16489	451	1425
549	34019	18514	46621	2273	177	736
55	497230	450152	1102473	46243	6817	7768
550	255802	253712	557309	48215	7056	10661
551	21789	20603	76972	1482	223	1186
552	3870	7908	21800	762	12	1129
553	47598	32144	103939	3691	996	1438
554	887432	544667	1326226	83706	10868	14801
555	4044	6679	22233	687	5	820
556	4090	5054	14682	692	0	455
557	33462	21689	63897	2852	341	1171
558	8404	6005	16191	1202	57	156
559	12450	24870	44235	3823	692	2619
56	254457	308064	515686	27834	2451	4746
560	81071	71908	161565	10223	2039	3959
561	36383	38057	85082	5420	933	3246
562	19043	44536	102775	4973	428	3535
563	28251	49750	80243	11231	1398	4810
564	19577	31033	55700	5396	1044	3090
565	116609	69500	231758	4252	1664	620
566	10972	25413	41723	4320	489	3298
567	6607	5931	16601	891	72	257
568	41934	31021	97201	2396	569	377
569	58710	51870	107195	9870	1146	1409
57	7028	4221	19707	365	61	25
570	65582	97892	173637	22453	3899	5735
571	53898	49669	125826	6535	1132	1081
572	151428	265708	355706	69430	7915	23599
573	362134	356527	369121	40869	890	1633
574	70350	89763	194547	17461	2355	4409
575	73663	71570	139732	15791	3849	2364
576	130110	134026	328255	18152	2861	4462
577	366803	429419	522030	60933	4313	3496
578	79873	106058	214537	21124	2329	5444
579	114512	203317	316188	52611	6760	17972
58	28074	43705	77697	5522	404	2632
580	1168429	2267339	2813787	772819	128046	225267
581	70234	67559	129688	12203	1685	2758
582	65542	122453	193976	28972	2757	9114
583	30417	29076	61608	4355	674	823
584	67320	85915	158560	19409	3557	5115
585	41838	38102	82316	5881	773	1076
586	205222	233308	431540	49095	7490	13287
587	259025	276950	473533	62511	6735	17443
588	298477	182943	585491	9021	2543	955
589	24070	21121	44421	2449	455	385
59	18758	15035	37057	2608	204	749
590	50807	92463	153706	21167	2372	6167
591	15293	18682	67924	1910	148	741
592	14404	9213	25510	577	25	402
593	11357	9523	29985	867	95	413
594	70850	55308	215423	6247	933	1342
595	32928	19419	75599	1976	359	607
596	40199	14163	58136	837	211	251
597	34341	10854	41625	648	191	37
598	80261	154988	282855	25029	125	4119
599	12028	11480	81045	801	110	113
6	14286	20872	39261	4335	410	2499
60	37576	37683	79513	3786	492	986
600	28831	22253	66561	2975	658	427
601	9912	11731	34843	2011	161	664
602	6516	4896	20118	739	70	198
603	24072	18049	69840	1202	196	564
604	60212	45356	126814	3031	545	764
605	5470	1656	7619	206	0	10
606	9023	11463	29427	1164	33	585
607	152606	81915	329180	4757	1383	1801
608	68611	38247	137876	3583	1070	393
609	3604	3302	15946	352	84	92
61	1479	873	4981	50	12	4
610	9662	4398	15644	229	67	37
611	2796	2053	8866	227	38	59
612	57788	24563	77617	2503	579	159
613	26693	15805	62966	1641	254	590
614	4952	3155	18679	328	73	27
615	51387	37027	190164	4431	701	1014
616	43987	23247	69767	2162	593	510
617	13363	11570	52489	1400	136	337
618	9695	4453	16390	232	68	37
619	18740	13321	45615	1379	170	501
62	478428	431278	1022627	45494	5308	7478
620	4947	2714	15838	398	218	73
621	30692	14024	42801	470	98	33
622	46656	29553	88253	2484	315	588
623	36139	20352	65588	1483	265	483
624	34232	23938	145725	2949	507	393
625	2506	1771	7731	145	20	50
626	2396	1364	6011	140	20	30
627	6311	3631	11628	421	22	107
628	5580	4937	18219	549	55	213
629	56651	34457	168035	2604	595	844
63	39790	59217	119380	12892	1185	4728
630	25841	30412	80653	4560	408	2002
631	3395	758	7086	0	12	0
632	107051	55566	270376	4478	1314	561
633	42992	16294	89377	742	567	39
634	20688	16089	68773	1049	199	151
635	13717	12808	36696	1942	97	401
636	220	114	1609	3	0	0
637	7	2	47	2	0	0
638	22189	9060	37110	857	206	70
639	94	85	722	10	1	0
64	18649	12496	36760	1964	135	531
640	18	7	95	2	0	0
641	9421	6750	20927	440	66	60
642	9	15	79	3	0	0
643	76780	37927	75531	2146	796	63
644	99305	144251	226441	35548	5663	10653
645	138032	240456	350399	67687	7299	25420
646	103078	148095	244931	37270	5278	11147
647	833908	532640	1336123	83252	11650	14806
648	147062	212046	383755	50881	10199	13882
649	124835	201315	288878	54179	6668	15738
65	100357	126779	273839	16405	1445	5368
650	596457	2326254	2131644	842822	115009	487449
651	228748	272168	428550	64208	6644	18475
652	98166	77086	184860	11427	2166	1641
653	12284	8831	46731	465	44	96
654	104663	106340	250772	10994	1661	3525
655	21345	45734	155067	2948	653	649
656	104353	87335	257933	4715	1825	908
657	19109	35448	82331	738	55	301
658	41711	60254	98670	809	286	53
659	113157	91403	160940	3175	426	64
66	30161	48419	179883	4327	602	242
660	17492	12956	54144	547	76	261
661	193742	164052	290953	9984	1189	548
662	1091	2004	3413	0	0	0
663	48310	62890	123987	1581	617	273
664	9899	10453	38104	511	28	285
665	497330	527460	971526	104192	6220	10496
666	278601	376081	616187	84256	6682	30959
667	44935	54464	173641	6632	811	1449
668	15657	10285	45424	631	69	272
669	96361	146543	216089	6824	1083	193
67	45298	20277	66593	1873	95	1643
670	212699	203499	475317	12613	4577	2035
671	145841	118461	316419	4753	1260	122
672	38952	34511	115688	1749	197	503
673	39174	19093	53098	1670	182	483
674	686999	716625	1060003	244081	6556	35048
675	1041486	1611611	2511545	480001	48032	171967
676	5628	12409	50249	302	57	185
677	85597	91858	305046	6375	1413	1005
678	70958	83990	257951	8848	1350	1241
679	58997	60181	171520	2799	704	551
68	2259800	4734241	3872677	1524957	129065	939797
680	49735	36217	66832	395	98	11
681	22752	30244	74775	593	122	241
682	122549	120359	392915	6595	2955	1065
683	72852	79266	191693	4165	595	787
684	53497	38317	118357	1205	327	127
685	467783	559425	1287203	55849	23549	4422
686	576711	714133	842029	220582	1727	33361
687	6819	2774	19139	70	12	5
688	31041	20531	57066	443	159	43
689	28904	28691	58019	364	144	18
69	16266	17920	48032	2282	37	1910
690	782897	1051944	1191371	435569	7386	147029
691	4519	16906	62199	391	56	199
692	42162	34188	113399	1719	165	386
693	14874	11731	37288	994	49	338
694	34126	50835	145022	1064	641	264
695	30735	23955	75281	630	89	270
696	1339907	685946	1865879	71453	17437	34430
697	635	356	4385	39	11	0
698	40442	57270	148810	2742	397	455
699	86311	99195	260868	3253	1860	301
7	37150	21981	46504	446	302	26
70	51391	55081	147360	10744	2127	2520
700	2347	9871	39899	192	3	165
701	63437	53569	200361	2835	779	627
702	23248	14275	51147	335	22	30
703	393	103	592	0	0	0
704	9203	8437	46180	668	180	202
705	17712	9950	38862	974	279	188
706	1958	1517	6320	233	52	104
707	722	1126	2448	238	21	115
708	11132	9295	25507	1241	150	414
709	9343	11822	33913	1065	137	423
71	13979	15417	34363	2069	6	1799
710	4555	7328	18867	1283	179	528
711	1923	1952	7629	265	54	118
712	513	620	1527	118	22	40
713	541	673	2015	135	27	41
714	397	642	1888	158	23	80
715	4759	7205	28944	981	135	436
716	1925	1908	5060	270	61	98
717	9856	10583	35238	1228	178	420
718	2689	1809	5892	165	14	61
719	1337	1352	5537	311	47	81
72	8005	5483	17557	431	53	113
720	521	763	1755	171	13	84
721	11541	9179	28186	769	132	285
722	4635	3455	15058	396	175	35
723	28442	37947	109869	4416	528	1061
724	10502	6324	21149	644	185	95
725	2666	2983	7331	565	109	139
726	1146	1403	5109	271	36	134
727	25334	14179	62103	1262	347	367
728	6749	3438	14335	123	33	1
729	639	879	2298	143	31	56
73	14572	15948	37430	2065	25	1798
730	849	1314	2728	228	25	115
731	23511	6771	25588	1004	110	456
732	17417	16447	46925	2096	336	561
733	4252	6482	18202	1159	237	432
734	18304	6901	37451	442	121	58
735	710478	898893	1573274	196867	15687	27915
736	48840	20563	62487	2100	621	392
737	57602	35599	98495	4866	961	791
738	69210	37893	88093	4765	739	942
739	6484	4184	15323	461	28	109
74	15179	17283	42045	2110	24	1867
740	47599	30862	82185	4180	844	751
741	52019	31730	84805	4217	846	988
742	73138	39625	129606	4669	1114	937
743	40518	17370	47545	1030	142	145
744	37887	8469	27866	595	164	32
745	46715	38319	97545	5555	915	1056
746	52763	21269	64960	2169	648	461
747	18459	16018	47029	1800	248	481
748	83287	55847	168953	5281	926	950
749	392654	193561	487585	22864	3702	4076
75	14121	15849	35019	2026	20	1786
750	37554	10040	41901	846	256	89
751	128534	94054	283900	10782	2519	2023
752	36627	9664	36556	826	249	89
753	14584	12388	45569	1162	298	276
754	57801	28045	67505	2621	458	657
755	67178	46956	132431	6261	1383	942
756	68882	28929	98468	3047	745	635
757	1309184	633802	1433786	81888	15365	16848
758	311082	240169	603015	39410	8516	8380
759	24249	3968	16410	66	34	5
76	30574	20855	69171	1532	273	119
760	132185	180402	325175	36918	5253	10349
761	32610	19278	46303	1734	216	533
762	201062	157513	413847	25224	4847	5279
763	9004	5653	19189	601	63	141
764	495873	1989548	1857163	677324	55935	450495
765	686594	2203947	1916225	712206	88689	380106
766	998052	2963352	2718160	1073470	158821	554182
767	810144	2696746	2424704	1005192	132809	567663
768	496993	1932408	1641886	687384	66729	425610
769	643815	1867377	1792756	690123	112710	306488
77	8254	9760	35108	890	228	116
770	620400	2003064	1832984	736074	111117	359427
771	510968	1088823	1210185	193813	6033	73671
772	566873	1159226	978121	292159	24097	102236
773	579018	1291722	1403067	444392	61574	148835
774	489429	990455	1108749	338978	19655	141586
775	504160	631973	766633	194386	9991	35756
776	582502	1272363	1356016	420700	48668	213972
777	632410	2325519	1884095	769642	84707	508896
778	415286	546110	657718	129241	6969	18142
779	510432	588705	668855	144755	4820	20044
78	51936	23217	87623	2573	463	232
780	618561	812009	978694	268660	8307	78529
781	709917	2357561	2034565	796782	78912	492264
782	544996	2088683	1606388	694462	75914	452920
783	536042	1623331	1476749	435020	41237	184489
784	448898	838541	957490	296738	20863	90825
785	184671	281174	428718	67548	7166	22871
786	441057	1810131	1689456	607010	59339	393621
787	1358971	2554065	3147705	847862	149318	269526
788	514295	689364	908160	191199	8001	38538
789	453959	1293493	1212080	431762	25239	288180
79	41065	10410	41745	1108	222	75
790	633220	2427331	1887752	847661	81183	553835
791	465246	1635877	1433580	493247	47442	207481
792	150455	178939	271706	14134	957	452
793	709804	2074309	2171363	731234	124446	347531
794	590593	2302522	1816878	768877	85275	523746
795	565520	1833651	1740207	651357	98995	311112
796	571506	907657	1358654	253128	21521	54969
797	741427	2433773	2292696	888568	124341	482744
798	424351	1153044	1194927	392881	20311	239358
799	577695	2277351	1753751	784978	82919	509853
8	19844	12604	39539	1905	441	386
80	412423	450813	963685	46425	6438	14787
800	505996	1207656	1182131	324369	29419	118713
801	701291	2470063	2033359	865231	95595	523134
802	512912	1782282	1441505	545671	46974	401920
803	865529	2794890	2620859	982377	161094	518380
804	410780	1639929	1526813	570277	39955	395578
805	464606	1787863	1734726	586076	38961	421261
806	588051	2269720	1834767	792483	89973	497975
807	84329	94146	159080	3221	1173	60
808	1005155	2529285	2538844	1086932	115702	415976
809	562653	1879469	1382456	616960	72847	355657
81	10494	9657	29446	117	63	1
810	667018	2308049	1946714	788542	93080	482547
811	851267	1410994	2269166	234505	25364	81079
812	641031	1555468	1549726	542773	88678	168864
813	423620	1525441	1563542	464249	21718	319876
814	586491	1653710	1434263	526362	76170	226296
815	538516	1781051	1415184	558725	61526	303604
816	442802	773820	1099811	228218	27384	49671
817	628363	2188432	1808433	724381	84916	447635
818	396145	610506	896788	175953	17282	30878
819	497768	1591173	1112549	422956	33107	227170
82	57491	61415	167833	7512	1961	1239
820	1019860	2980384	2568672	1066164	134076	589492
821	551799	813069	998448	260655	14417	62989
822	482673	814166	928840	300826	16332	100006
823	864260	2697532	2525914	958678	131901	536666
824	460746	1064811	921470	241886	16867	88224
825	778737	2172118	2156193	635464	66486	373669
826	664446	2368661	2066835	900302	70482	518389
827	505703	2007444	1541227	668785	76665	442567
828	761757	2328681	2261921	763274	70223	473482
829	570733	724990	1100907	117867	26369	10705
83	70626	96626	201691	18691	1728	5905
830	492921	1264331	1411248	407834	23642	231818
831	553561	2293963	1733227	795346	84367	533558
832	552893	2227869	1697599	755809	80328	503391
833	543157	2054313	2031629	687428	70858	441845
834	294821	1402271	1326682	492933	16324	380297
835	546154	1861422	1554630	637478	85766	331911
836	591192	2196457	1582525	717237	85342	575365
837	643546	2417878	1934130	833794	87870	534393
838	472523	1180994	1114104	311264	31316	111381
839	1103772	3344446	2939923	1205356	124862	606644
84	76742	25241	89126	2567	526	183
840	570689	2192090	1706688	757463	82757	509831
841	525774	1016678	1019868	351850	21240	147464
842	659843	919485	1335857	253790	14462	64948
843	574084	1571922	1955011	461135	43491	280707
844	527042	1190794	1381030	223697	13685	85566
845	446745	1093377	1072079	383994	15791	228555
846	594743	2302018	1801559	790629	89852	504852
847	385501	1128474	1178276	383906	18176	242583
848	595419	913867	1222120	298476	22946	86287
849	1630781	4249716	3401931	1629512	136258	772721
85	17116	17723	46309	1809	27	1581
850	530663	1480142	1246369	475116	48512	255669
851	490176	1948527	1567738	653602	54586	462492
852	481274	1739917	1346588	551445	45659	390792
853	1280241	3137452	2914894	953204	107391	540162
854	730919	2442293	2478017	769843	108985	450640
855	564684	659879	842050	150367	12479	20765
856	590511	2335395	1811588	791723	78794	512644
857	511670	1487744	1242181	470729	45412	257429
858	433528	914882	1223436	322581	32216	112892
859	488783	1470813	1259821	401898	16662	169604
86	32393	42774	99195	7902	746	2815
860	287586	454939	628416	105531	8376	14738
861	500966	1818339	1774021	610935	86141	252464
862	753528	2578337	2123222	895037	97630	551622
863	509893	1628813	1554235	571374	57466	338828
864	739652	2549627	2046415	850865	87609	541048
865	563989	1796590	1489970	551354	53980	376260
866	781708	2109619	2362642	704636	114021	311797
867	320445	1449801	1409261	507139	20080	372636
868	504245	1019498	1119214	345615	24485	133912
869	1086374	3280981	2596659	1346679	84270	697383
87	22271	22538	66870	2179	182	1746
870	595113	2268804	1785668	790326	79134	527184
871	420635	701694	969327	217338	22832	47799
872	595879	1834942	1461964	614973	76903	357566
873	1174340	2993553	3010380	1036466	143374	520816
874	502449	1548048	1391358	514828	54717	279651
875	733480	2639693	2358721	993886	120979	543910
876	751878	2572698	2368825	914389	134108	523819
877	460578	1601847	1604041	535344	47086	334471
878	1539283	4008164	3294338	1507021	135753	701790
879	801284	2285512	2211414	685204	86640	377645
88	14112	15897	35554	2113	16	1837
880	502119	1231140	1380847	394039	27703	209716
881	1083640	3193897	2609305	1303942	82792	672307
882	519296	961661	1255222	313844	24876	107819
883	609577	1337346	1061774	399260	36692	181974
884	924920	2774532	2317705	971038	95826	575268
885	1135196	2309559	3130457	713314	123570	269394
886	653098	1851814	1448183	650881	67919	294951
887	633386	2034633	1800755	676965	79665	414753
888	411455	609435	820154	228322	8238	56803
889	503768	1868503	1515710	576622	48127	422921
89	15643	15190	36979	1861	29	1688
890	1346198	3253489	2967411	1004697	104435	575183
891	779933	1966112	1831146	716946	122742	331470
892	519013	935193	953341	327714	17426	127218
893	453862	1543779	1326265	420176	30293	180983
894	559052	1977411	1756594	692617	90531	366664
895	578449	2200646	2047530	780882	108282	437267
896	360927	1349602	1309219	453692	35187	312889
897	1007260	4085249	2471035	1659064	54141	992767
898	407697	492660	649264	113625	7308	12769
899	500879	2019548	1893044	695904	60198	454901
9	22539	26028	64046	1606	182	1063
90	15525	15109	36368	1778	16	1682
900	568806	1978323	1528186	650877	72038	389514
901	452191	1544810	1432710	519154	50890	288709
902	387518	489796	607162	80034	11718	6809
903	623102	2432034	1885173	859486	99053	546453
904	600833	2257470	1769704	758458	92945	491561
905	565234	869700	966201	302171	12516	103560
906	674292	2480529	2261892	901792	137112	492471
907	1868486	3956623	3755848	1401084	116858	631906
908	487366	900151	977446	341876	15975	139141
909	667803	1407674	1910894	241359	18965	87820
91	25605	17977	61944	1897	142	978
910	942737	3706730	2616740	1553564	116308	812306
911	835463	2623680	2362735	957581	119225	537902
912	75826	97431	132583	3468	735	41
913	506467	782765	1139118	202462	18903	38549
914	581817	2126065	1867361	727522	63993	472658
915	654096	1421264	1165384	476574	53033	200623
916	531542	1499770	1368732	494207	47727	245661
917	442265	1622157	1472423	537965	38437	371733
918	564614	1659184	1619987	528563	59893	201006
919	806684	2907317	2376066	1200274	83797	637116
92	27004	7506	30139	58	31	0
920	533940	1944298	1594102	638322	58543	429029
921	871604	2790620	2448163	1085346	123794	515579
922	767297	2622022	2225423	944622	119745	531473
923	504494	1653470	1597816	546049	79313	215557
924	714379	1947317	1934801	737914	129362	304020
925	815237	2933735	2473815	1021387	115085	635791
926	858663	2809591	2529570	1053106	151376	572767
927	580140	2268771	2061613	848698	123151	473387
928	544280	1482608	1401727	420576	23918	165221
929	758190	2678854	2374368	1012412	125760	560607
93	14554	17818	39759	2397	118	1912
930	819727	2657049	2439658	977374	130327	538634
931	575692	1860239	1736246	660226	95802	294799
932	959637	2983192	2642591	1151467	144082	607809
933	612492	2332163	1894244	787285	82206	508250
934	494422	1115887	1203321	359856	14133	161912
935	472747	1334469	1502861	444170	25695	244009
936	1263267	3402401	2781049	1334833	84552	692862
937	585807	946364	1658330	265684	32801	63160
938	865517	1528477	1532321	567409	97535	152066
939	770086	2617545	2122509	935206	92293	572180
94	23691	30260	81186	5164	958	1345
940	640045	1604804	1289953	552278	60445	266275
941	780263	2627449	2372687	955145	122141	546669
942	194703	298840	445044	46582	4847	3342
943	580553	1160389	1274015	395719	49787	148405
944	915745	2141721	2531483	586759	57249	325788
945	592377	2106132	1672104	683981	76719	411565
946	5079	2712	11688	172	41	10
947	100024	66498	205595	5678	1509	1352
948	44104	30352	100524	4040	1344	592
949	1865	730	5258	37	26	4
95	21202	3480	11585	22	23	2
950	1987	1050	4144	40	12	5
951	924	1546	4550	14	18	3
952	11225	6935	24263	577	92	123
953	9708	2548	11811	157	40	26
954	19244	15433	44584	2112	484	454
955	19453	8710	41629	994	125	177
956	50421	30724	82615	3800	976	857
957	136	204	2007	23	9	4
958	13887	7673	18327	651	24	23
959	38256	31688	64922	5596	829	788
96	35048	14382	37805	3020	370	571
960	2577	1724	12605	201	13	44
961	51154	56089	94248	11049	1336	2321
962	1399	312	2132	0	0	0
963	66177	62499	220742	4126	1195	800
964	54869	36088	80269	1504	177	258
965	44592	30417	54874	4694	630	1303
966	52108	27565	80643	3105	923	628
967	43336	23262	44309	2970	249	840
968	2705	2220	10624	129	25	12
969	53457	32084	88963	3104	507	446
97	943	1172	4009	56	7	8
970	193644	98917	394360	5838	1783	510
971	42418	7966	36164	461	129	7
972	3164	2372	10727	66	6	5
973	113537	83675	191589	12304	1707	2298
974	45984	38139	83525	6453	810	2236
975	42434	24948	43464	252	19	40
976	69440	45712	117188	6017	1068	1160
977	76106	39017	130458	707	404	45
978	40701	13573	42685	1313	211	155
979	53149	27742	71354	548	148	53
98	40668	52181	124323	11421	1872	3060
980	79242	56066	141276	5985	831	1412
981	36209	18222	32050	2369	153	675
982	54263	31892	86068	3770	818	683
983	409098	191766	703693	13700	4296	2272
984	48442	18445	54916	1682	288	243
985	44473	26949	56315	368	50	47
986	28760	18414	55678	2191	885	226
987	55594	32400	133234	2728	752	355
988	9111	17248	29855	3514	447	1876
989	34049	49536	85753	9748	1271	4564
99	20970	3530	11336	49	12	5
990	14531	15208	26260	3144	261	1377
991	47574	24052	47714	2769	191	1023
992	59340	62934	131947	10347	661	3961
993	23413	25876	65427	4654	1494	655
994	23187	27571	46990	4825	428	2714
995	10095	19234	25636	3328	261	2494
996	22785	32259	65352	6635	810	3544
997	34833	34413	60484	6084	397	2960
998	59528	70587	168497	12495	1681	4268
999	65618	53734	116242	9251	1078	3953
